Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariableInternal,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariableProtectedInternal,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodInternal,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodProtectedInternal,CountDeclMethodPublic,CountDeclProperty,CountDeclPropertyAuto,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtEmpty,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Function,"graphics",,,,13,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,42,,,,13,,,,22,,,5,1,7,,,,0,0,1,1,0,19,5,4,,,0,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.32",,,,
File,"gscope.h",0,0,0,3,3,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,6,,,,3,,,,0,,,0,0,0,,,,0,3,,,,0,0,0,,,0,0,,,,,,,,0,0,0,0,,,0,,,,"0.00",0,0,0,0
File,"gyro_accelerometer_tutorial01.c",8,17,6,44,82,38,2,2,2,1,29,8,17,6,,,,,0,,,,,,,4,,,,,,,,,,,,,,,,,,,,156,,,,44,,,,66,,,21,151,38,,,,0,16,,,,47,56,23,,,0,34,,,,,,,,4,4,4,1,,,2,,,,"0.58",7,7,7,4
File,"gyro_accelerometer_tutorial02.c",11,22,7,86,166,59,3,3,3,1,39,11,22,7,,,,,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,304,,,,86,,,,145,,,51,206,59,,,,0,21,,,,109,112,54,,,0,59,,,,,,,,8,8,8,5,,,2,,,,"0.41",17,17,17,10
File,"gyro_accelerometer_tutorial03.c",8,18,4,67,137,40,2,2,2,1,29,8,18,4,,,,,0,,,,,,,6,,,,,,,,,,,,,,,,,,,,237,,,,67,,,,121,,,40,232,40,,,,0,16,,,,97,118,52,,,0,69,,,,,,,,4,4,4,1,,,2,,,,"0.33",9,9,9,6
File,"humidity.h",0,0,0,3,3,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,6,,,,3,,,,0,,,0,0,0,,,,0,3,,,,0,0,0,,,0,0,,,,,,,,0,0,0,0,,,0,,,,"0.00",0,0,0,0
File,"i2c-dev.h",2,149,0,44,235,77,21,21,21,1,151,2,149,0,,,,,0,,,,,,,14,,,,,,,,,,,,,,,,,,,,330,,,,44,,,,175,,,0,0,77,,,,0,60,,,,88,68,48,,,4,16,,,,,,,,2,2,2,1,,,1,,,,"0.44",21,21,21,14
File,"i2c-dev.h",2,149,0,44,235,77,21,21,21,1,151,2,149,0,,,,,0,,,,,,,14,,,,,,,,,,,,,,,,,,,,330,,,,44,,,,175,,,0,0,77,,,,0,60,,,,88,68,48,,,4,16,,,,,,,,2,2,2,1,,,1,,,,"0.44",21,21,21,14
File,"i2c-dev.h",2,149,0,44,235,77,21,21,21,1,151,2,149,0,,,,,0,,,,,,,14,,,,,,,,,,,,,,,,,,,,330,,,,44,,,,175,,,0,0,77,,,,0,60,,,,88,68,48,,,4,16,,,,,,,,2,2,2,1,,,1,,,,"0.44",21,21,21,14
File,"i2c-dev.h",2,149,0,44,235,77,21,21,21,1,151,2,149,0,,,,,0,,,,,,,14,,,,,,,,,,,,,,,,,,,,330,,,,44,,,,175,,,0,0,77,,,,0,60,,,,88,68,48,,,4,16,,,,,,,,2,2,2,1,,,1,,,,"0.44",21,21,21,14
File,"i2c-dev.h",2,149,0,44,235,77,21,21,21,1,151,2,149,0,,,,,0,,,,,,,14,,,,,,,,,,,,,,,,,,,,330,,,,44,,,,175,,,0,0,77,,,,0,60,,,,88,68,48,,,4,16,,,,,,,,2,2,2,1,,,1,,,,"0.44",21,21,21,14
File,"i2c-dev.h",2,149,0,44,235,77,21,21,21,1,151,2,149,0,,,,,0,,,,,,,14,,,,,,,,,,,,,,,,,,,,330,,,,44,,,,175,,,0,0,77,,,,0,60,,,,88,68,48,,,4,16,,,,,,,,2,2,2,1,,,1,,,,"0.44",21,21,21,14
File,"i2c-dev.h",2,149,0,44,235,77,21,21,21,1,151,2,149,0,,,,,0,,,,,,,14,,,,,,,,,,,,,,,,,,,,330,,,,44,,,,175,,,0,0,77,,,,0,60,,,,88,68,48,,,4,16,,,,,,,,2,2,2,1,,,1,,,,"0.44",21,21,21,14
Struct,"i2c_msg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,,,,0,3,,0,0,,3,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,4,4,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_msg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,,,,0,3,,0,0,,3,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,4,4,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_msg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,,,,0,3,,0,0,,3,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,4,4,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_msg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,,,,0,3,,0,0,,3,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,4,4,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_msg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,,,,0,3,,0,0,,3,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,4,4,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_msg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,,,,0,3,,0,0,,3,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,4,4,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_msg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,,,,0,3,,0,0,,3,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,4,4,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_rdwr_ioctl_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,,,,,,0,1,,0,0,,1,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,2,2,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_rdwr_ioctl_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,,,,,,0,1,,0,0,,1,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,2,2,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_rdwr_ioctl_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,,,,,,0,1,,0,0,,1,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,2,2,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_rdwr_ioctl_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,,,,,,0,1,,0,0,,1,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,2,2,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_rdwr_ioctl_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,,,,,,0,1,,0,0,,1,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,2,2,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_rdwr_ioctl_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,,,,,,0,1,,0,0,,1,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,2,2,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_rdwr_ioctl_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,,,,,,0,1,,0,0,,1,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,2,2,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Static Function,"i2c_smbus_access",,,,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,1,,,,10,,,1,2,0,,,,0,0,3,1,0,6,3,1,,,0,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",,,,
Static Function,"i2c_smbus_access",,,,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,1,,,,10,,,1,2,0,,,,0,0,3,1,0,6,3,1,,,0,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",,,,
Static Function,"i2c_smbus_access",,,,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,1,,,,10,,,1,2,0,,,,0,0,3,1,0,6,3,1,,,0,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",,,,
Static Function,"i2c_smbus_access",,,,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,1,,,,10,,,1,2,0,,,,0,0,3,1,0,6,3,1,,,0,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",,,,
Static Function,"i2c_smbus_access",,,,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,1,,,,10,,,1,2,0,,,,0,0,3,1,0,6,3,1,,,0,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",,,,
Static Function,"i2c_smbus_access",,,,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,1,,,,10,,,1,2,0,,,,0,0,3,1,0,6,3,1,,,0,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",,,,
Static Function,"i2c_smbus_access",,,,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,1,,,,10,,,1,2,0,,,,0,0,3,1,0,6,3,1,,,0,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",,,,
Static Function,"i2c_smbus_block_process_call",,,,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,,,,0,,,,19,,,2,2,0,,,,0,0,1,2,0,12,4,2,,,0,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_block_process_call",,,,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,,,,0,,,,19,,,2,2,0,,,,0,0,1,2,0,12,4,2,,,0,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_block_process_call",,,,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,,,,0,,,,19,,,2,2,0,,,,0,0,1,2,0,12,4,2,,,0,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_block_process_call",,,,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,,,,0,,,,19,,,2,2,0,,,,0,0,1,2,0,12,4,2,,,0,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_block_process_call",,,,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,,,,0,,,,19,,,2,2,0,,,,0,0,1,2,0,12,4,2,,,0,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_block_process_call",,,,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,,,,0,,,,19,,,2,2,0,,,,0,0,1,2,0,12,4,2,,,0,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_block_process_call",,,,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,,,,0,,,,19,,,2,2,0,,,,0,0,1,2,0,12,4,2,,,0,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Union,"i2c_smbus_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,,,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,3,3,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Union,"i2c_smbus_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,,,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,3,3,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Union,"i2c_smbus_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,,,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,3,3,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Union,"i2c_smbus_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,,,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,3,3,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Union,"i2c_smbus_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,,,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,3,3,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Union,"i2c_smbus_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,,,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,3,3,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Union,"i2c_smbus_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,,,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,3,3,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_smbus_ioctl_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,,,,,,0,1,,0,0,,1,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,4,4,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_smbus_ioctl_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,,,,,,0,1,,0,0,,1,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,4,4,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_smbus_ioctl_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,,,,,,0,1,,0,0,,1,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,4,4,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_smbus_ioctl_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,,,,,,0,1,,0,0,,1,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,4,4,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_smbus_ioctl_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,,,,,,0,1,,0,0,,1,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,4,4,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_smbus_ioctl_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,,,,,,0,1,,0,0,,1,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,4,4,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Struct,"i2c_smbus_ioctl_data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,,,,,,0,1,,0,0,,1,0,0,0,0,,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,,,,0,0,,,,,4,4,,,0,0,,,,,,,,0,0,0,0,,0,0,,0,,"0.00",0,0,0,0
Static Function,"i2c_smbus_process_call",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,,,,0,,,,10,,,1,2,0,,,,0,0,1,2,0,4,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_process_call",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,,,,0,,,,10,,,1,2,0,,,,0,0,1,2,0,4,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_process_call",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,,,,0,,,,10,,,1,2,0,,,,0,0,1,2,0,4,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_process_call",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,,,,0,,,,10,,,1,2,0,,,,0,0,1,2,0,4,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_process_call",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,,,,0,,,,10,,,1,2,0,,,,0,0,1,2,0,4,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_process_call",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,,,,0,,,,10,,,1,2,0,,,,0,0,1,2,0,4,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_process_call",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,,,,0,,,,10,,,1,2,0,,,,0,0,1,2,0,4,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_block_data",,,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,,,,0,,,,14,,,2,2,0,,,,0,0,1,2,0,7,4,2,,,0,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_block_data",,,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,,,,0,,,,14,,,2,2,0,,,,0,0,1,2,0,7,4,2,,,0,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_block_data",,,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,,,,0,,,,14,,,2,2,0,,,,0,0,1,2,0,7,4,2,,,0,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_block_data",,,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,,,,0,,,,14,,,2,2,0,,,,0,0,1,2,0,7,4,2,,,0,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_block_data",,,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,,,,0,,,,14,,,2,2,0,,,,0,0,1,2,0,7,4,2,,,0,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_block_data",,,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,,,,0,,,,14,,,2,2,0,,,,0,0,1,2,0,7,4,2,,,0,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_block_data",,,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,,,,0,,,,14,,,2,2,0,,,,0,0,1,2,0,7,4,2,,,0,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_byte",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,,,,0,,,,8,,,1,2,0,,,,0,0,1,2,0,3,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_byte",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,,,,0,,,,8,,,1,2,0,,,,0,0,1,2,0,3,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_byte",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,,,,0,,,,8,,,1,2,0,,,,0,0,1,2,0,3,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_byte",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,,,,0,,,,8,,,1,2,0,,,,0,0,1,2,0,3,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_byte",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,,,,0,,,,8,,,1,2,0,,,,0,0,1,2,0,3,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_byte",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,,,,0,,,,8,,,1,2,0,,,,0,0,1,2,0,3,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_byte",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,,,,0,,,,8,,,1,2,0,,,,0,0,1,2,0,3,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_byte_data",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,9,,,1,2,0,,,,0,0,1,2,0,3,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_byte_data",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,9,,,1,2,0,,,,0,0,1,2,0,3,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_byte_data",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,9,,,1,2,0,,,,0,0,1,2,0,3,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_byte_data",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,9,,,1,2,0,,,,0,0,1,2,0,3,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_byte_data",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,9,,,1,2,0,,,,0,0,1,2,0,3,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_byte_data",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,9,,,1,2,0,,,,0,0,1,2,0,3,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
Static Function,"i2c_smbus_read_byte_data",,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,9,,,1,2,0,,,,0,0,1,2,0,3,4,1,,,1,2,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",,,,
